,Country,measurement,units,Year
376,Cuba,waste_collection_coverage_rural_percent_of_households,Percent of population,2015
377,Cuba,waste_collection_coverage_rural_percent_of_waste,Percent of population,2015
378,Cuba,waste_collection_coverage_rural_percent_of_population,Percent of population,2015
379,Cuba,waste_collection_coverage_rural_percent_of_geographic_area,Percent of population,2015
380,Mauritania,waste_collection_coverage_rural_percent_of_households,Percent of population,2009
381,Mauritania,waste_collection_coverage_rural_percent_of_waste,Percent of population,2009
382,Mauritania,waste_collection_coverage_rural_percent_of_population,Percent of population,2009
383,Mauritania,waste_collection_coverage_rural_percent_of_geographic_area,Percent of population,2009
384,Armenia,waste_collection_coverage_rural_percent_of_households,Percent of population,2012
385,Armenia,waste_collection_coverage_rural_percent_of_waste,Percent of population,2012
386,Armenia,waste_collection_coverage_rural_percent_of_population,Percent of population,2012
387,Armenia,waste_collection_coverage_rural_percent_of_geographic_area,Percent of population,2012
388,China,waste_collection_coverage_rural_percent_of_households,Percent of population,2011
389,China,waste_collection_coverage_rural_percent_of_waste,Percent of population,2011
390,China,waste_collection_coverage_rural_percent_of_population,Percent of population,2011
391,China,waste_collection_coverage_rural_percent_of_geographic_area,Percent of population,2011
392,Haiti,waste_collection_coverage_rural_percent_of_households,Percent of households,2012
393,Haiti,waste_collection_coverage_rural_percent_of_waste,Percent of households,2012
394,Haiti,waste_collection_coverage_rural_percent_of_population,Percent of households,2012
395,Haiti,waste_collection_coverage_rural_percent_of_geographic_area,Percent of households,2012
396,Lesotho,waste_collection_coverage_rural_percent_of_households,Percent of households,2011
397,Lesotho,waste_collection_coverage_rural_percent_of_waste,Percent of households,2011
398,Lesotho,waste_collection_coverage_rural_percent_of_population,Percent of households,2011
399,Lesotho,waste_collection_coverage_rural_percent_of_geographic_area,Percent of households,2011
400,Bolivia,waste_collection_coverage_rural_percent_of_households,Percent of population,2012
401,Bolivia,waste_collection_coverage_rural_percent_of_waste,Percent of population,2012
402,Bolivia,waste_collection_coverage_rural_percent_of_population,Percent of population,2012
403,Bolivia,waste_collection_coverage_rural_percent_of_geographic_area,Percent of population,2012
404,Kiribati,waste_collection_coverage_total_percent_of_waste,Percent of population,2016
405,Kiribati,waste_collection_coverage_total_percent_of_population,Percent of population,2016
406,Kiribati,waste_collection_coverage_total_percent_of_households,Percent of population,2016
407,Kiribati,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2016
408,Belarus,waste_collection_coverage_total_percent_of_waste,Percent of population,2016
409,Belarus,waste_collection_coverage_total_percent_of_population,Percent of population,2016
410,Belarus,waste_collection_coverage_total_percent_of_households,Percent of population,2016
411,Belarus,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2016
412,Zambia,waste_collection_coverage_total_percent_of_waste,Percent of households,2004
413,Zambia,waste_collection_coverage_total_percent_of_population,Percent of households,2004
414,Zambia,waste_collection_coverage_total_percent_of_households,Percent of households,2004
415,Zambia,waste_collection_coverage_total_percent_of_geographic_area,Percent of households,2004
416,Japan,waste_collection_coverage_total_percent_of_waste,Percent of population,2015
417,Japan,waste_collection_coverage_total_percent_of_population,Percent of population,2015
418,Japan,waste_collection_coverage_total_percent_of_households,Percent of population,2015
419,Japan,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2015
420,Lao PDR,waste_collection_coverage_total_percent_of_waste,Percent of waste,2015
421,Lao PDR,waste_collection_coverage_total_percent_of_population,Percent of waste,2015
422,Lao PDR,waste_collection_coverage_total_percent_of_households,Percent of waste,2015
423,Lao PDR,waste_collection_coverage_total_percent_of_geographic_area,Percent of waste,2015
424,"Micronesia, Fed. Sts.",waste_collection_coverage_total_percent_of_waste,Percent of population,2011
425,"Micronesia, Fed. Sts.",waste_collection_coverage_total_percent_of_population,Percent of population,2011
426,"Micronesia, Fed. Sts.",waste_collection_coverage_total_percent_of_households,Percent of population,2011
427,"Micronesia, Fed. Sts.",waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2011
428,Cyprus,waste_collection_coverage_total_percent_of_waste,Percent of waste,2015
429,Cyprus,waste_collection_coverage_total_percent_of_population,Percent of waste,2015
430,Cyprus,waste_collection_coverage_total_percent_of_households,Percent of waste,2015
431,Cyprus,waste_collection_coverage_total_percent_of_geographic_area,Percent of waste,2015
432,Paraguay,waste_collection_coverage_total_percent_of_waste,Percent of population,2014
433,Paraguay,waste_collection_coverage_total_percent_of_population,Percent of population,2014
434,Paraguay,waste_collection_coverage_total_percent_of_households,Percent of population,2014
435,Paraguay,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2014
436,"Venezuela, RB",waste_collection_coverage_total_percent_of_waste,Percent of population,2010
437,"Venezuela, RB",waste_collection_coverage_total_percent_of_population,Percent of population,2010
438,"Venezuela, RB",waste_collection_coverage_total_percent_of_households,Percent of population,2010
439,"Venezuela, RB",waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2010
440,Portugal,waste_collection_coverage_total_percent_of_waste,Percent of waste,2014
441,Portugal,waste_collection_coverage_total_percent_of_population,Percent of waste,2014
442,Portugal,waste_collection_coverage_total_percent_of_households,Percent of waste,2014
443,Portugal,waste_collection_coverage_total_percent_of_geographic_area,Percent of waste,2014
444,Lithuania,waste_collection_coverage_total_percent_of_waste,Percent of waste,2015
445,Lithuania,waste_collection_coverage_total_percent_of_population,Percent of waste,2015
446,Lithuania,waste_collection_coverage_total_percent_of_households,Percent of waste,2015
447,Lithuania,waste_collection_coverage_total_percent_of_geographic_area,Percent of waste,2015
448,Nauru,waste_collection_coverage_total_percent_of_waste,Percent of population,2016
449,Nauru,waste_collection_coverage_total_percent_of_population,Percent of population,2016
450,Nauru,waste_collection_coverage_total_percent_of_households,Percent of population,2016
451,Nauru,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2016
452,Nicaragua,waste_collection_coverage_total_percent_of_waste,Percent of population,2010
453,Nicaragua,waste_collection_coverage_total_percent_of_population,Percent of population,2010
454,Nicaragua,waste_collection_coverage_total_percent_of_households,Percent of population,2010
455,Nicaragua,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2010
456,Burkina Faso,waste_collection_coverage_total_percent_of_waste,Percent of waste,2015
457,Burkina Faso,waste_collection_coverage_total_percent_of_population,Percent of waste,2015
458,Burkina Faso,waste_collection_coverage_total_percent_of_households,Percent of waste,2015
459,Burkina Faso,waste_collection_coverage_total_percent_of_geographic_area,Percent of waste,2015
460,Iceland,waste_collection_coverage_total_percent_of_waste,Percent of population,2013
461,Iceland,waste_collection_coverage_total_percent_of_population,Percent of population,2013
462,Iceland,waste_collection_coverage_total_percent_of_households,Percent of population,2013
463,Iceland,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2013
464,British Virgin Islands,waste_collection_coverage_total_percent_of_waste,Percent of population,2001
465,British Virgin Islands,waste_collection_coverage_total_percent_of_population,Percent of population,2001
466,British Virgin Islands,waste_collection_coverage_total_percent_of_households,Percent of population,2001
467,British Virgin Islands,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2001
468,Qatar,waste_collection_coverage_total_percent_of_waste,Percent of population,2012
469,Qatar,waste_collection_coverage_total_percent_of_population,Percent of population,2012
470,Qatar,waste_collection_coverage_total_percent_of_households,Percent of population,2012
471,Qatar,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2012
472,Montenegro,waste_collection_coverage_total_percent_of_waste,Percent of population,2012
473,Montenegro,waste_collection_coverage_total_percent_of_population,Percent of population,2012
474,Montenegro,waste_collection_coverage_total_percent_of_households,Percent of population,2012
475,Montenegro,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2012
476,West Bank and Gaza,waste_collection_coverage_total_percent_of_waste,Percent of population,2012
477,West Bank and Gaza,waste_collection_coverage_total_percent_of_population,Percent of population,2012
478,West Bank and Gaza,waste_collection_coverage_total_percent_of_households,Percent of population,2012
479,West Bank and Gaza,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2012
480,St. Lucia,waste_collection_coverage_total_percent_of_waste,Percent of households,2010
481,St. Lucia,waste_collection_coverage_total_percent_of_population,Percent of households,2010
482,St. Lucia,waste_collection_coverage_total_percent_of_households,Percent of households,2010
483,St. Lucia,waste_collection_coverage_total_percent_of_geographic_area,Percent of households,2010
484,Isle of Man,waste_collection_coverage_total_percent_of_waste,Percent of waste,2011
485,Isle of Man,waste_collection_coverage_total_percent_of_population,Percent of waste,2011
486,Isle of Man,waste_collection_coverage_total_percent_of_households,Percent of waste,2011
487,Isle of Man,waste_collection_coverage_total_percent_of_geographic_area,Percent of waste,2011
488,Mauritius,waste_collection_coverage_total_percent_of_waste,Percent of population,2012
489,Mauritius,waste_collection_coverage_total_percent_of_population,Percent of population,2012
490,Mauritius,waste_collection_coverage_total_percent_of_households,Percent of population,2012
491,Mauritius,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2012
492,Slovak Republic,waste_collection_coverage_total_percent_of_waste,Percent of waste,2015
493,Slovak Republic,waste_collection_coverage_total_percent_of_population,Percent of waste,2015
494,Slovak Republic,waste_collection_coverage_total_percent_of_households,Percent of waste,2015
495,Slovak Republic,waste_collection_coverage_total_percent_of_geographic_area,Percent of waste,2015
496,Romania,waste_collection_coverage_total_percent_of_waste,Percent of waste,2015
497,Romania,waste_collection_coverage_total_percent_of_population,Percent of waste,2015
498,Romania,waste_collection_coverage_total_percent_of_households,Percent of waste,2015
499,Romania,waste_collection_coverage_total_percent_of_geographic_area,Percent of waste,2015
500,Guam,waste_collection_coverage_total_percent_of_waste,Percent of population,2016
501,Guam,waste_collection_coverage_total_percent_of_population,Percent of population,2016
502,Guam,waste_collection_coverage_total_percent_of_households,Percent of population,2016
503,Guam,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2016
504,Slovenia,waste_collection_coverage_total_percent_of_waste,Percent of waste,2015
505,Slovenia,waste_collection_coverage_total_percent_of_population,Percent of waste,2015
506,Slovenia,waste_collection_coverage_total_percent_of_households,Percent of waste,2015
507,Slovenia,waste_collection_coverage_total_percent_of_geographic_area,Percent of waste,2015
508,Angola,waste_collection_coverage_total_percent_of_waste,Percent of population,2011
509,Angola,waste_collection_coverage_total_percent_of_population,Percent of population,2011
510,Angola,waste_collection_coverage_total_percent_of_households,Percent of population,2011
511,Angola,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2011
512,Croatia,waste_collection_coverage_total_percent_of_waste,Percent of waste,2015
513,Croatia,waste_collection_coverage_total_percent_of_population,Percent of waste,2015
514,Croatia,waste_collection_coverage_total_percent_of_households,Percent of waste,2015
515,Croatia,waste_collection_coverage_total_percent_of_geographic_area,Percent of waste,2015
516,Haiti,waste_collection_coverage_total_percent_of_waste,Percent of households,2012
517,Haiti,waste_collection_coverage_total_percent_of_population,Percent of households,2012
518,Haiti,waste_collection_coverage_total_percent_of_households,Percent of households,2012
519,Haiti,waste_collection_coverage_total_percent_of_geographic_area,Percent of households,2012
520,Switzerland,waste_collection_coverage_total_percent_of_waste,Percent of population,2009
521,Switzerland,waste_collection_coverage_total_percent_of_population,Percent of population,2009
522,Switzerland,waste_collection_coverage_total_percent_of_households,Percent of population,2009
523,Switzerland,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2009
524,Vietnam,waste_collection_coverage_total_percent_of_waste,Percent of population,2014
525,Vietnam,waste_collection_coverage_total_percent_of_population,Percent of population,2014
526,Vietnam,waste_collection_coverage_total_percent_of_households,Percent of population,2014
